"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
374361,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAGOA DOS GATOS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
369355,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2001,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
370886,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,MACEIÓ,AL,BRA,KENNEDY,CARUARU,PE,F,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
371477,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,MANDACARU,PE,BRA,SALGADO,CARUARU,PE,M,2003,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
370937,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,OLINDA,PE,BRA,CENTRO,PESQUEIRA,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
369135,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,OLINDA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L3,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
371187,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,SAO PEDRO,BELO JARDIM,PE,M,1996,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
370708,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2001,N,A0,,ENSINO SUPERIOR,N
367945,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
367733,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2000,S,L13,ENSINO SUPERIOR,ENSINO MEDIO,S
368759,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,S,L7,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
369709,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PAUDALHO,PE,BRA,SENZALA,CARPINA,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
369239,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,F,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368560,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,NOVA CARUARU,CARUARU,PE,M,2004,S,L4,,SEGUNDO GRAU INCOMPLETO,N
370417,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,2004,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
367605,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,2004,S,L4,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
369929,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PESQUEIRA,PE,BRA,CENTRO,SANHARÓ,PE,F,2005,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
371039,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,QUIPAPÁ,PE,BRA,CENTRO,QUIPAPÁ,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SUPERIOR INCOMPLETO,N
369885,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
371020,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CEDRO,CARUARU,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
368319,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,BOA VISTA,GRAVATÁ,PE,F,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
370773,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,NOVO GRAVATA,GRAVATÁ,PE,F,2005,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
366441,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,SANTO ANTONIO,GRAVATÁ,PE,M,2004,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370100,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,S,L5,,ENSINO MEDIO,N
370484,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
371190,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RECIFE,PE,BRA,BELA VISTA,VITÓRIA DE SANTO ANTÃO,PE,F,1996,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
370480,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,RIO DE JANEIRO,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
368536,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SANHARÓ,PE,BRA,CENTRO,SÃO BENTO DO UNA,PE,F,2004,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
367723,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SANTA CRUZ DO CAPIBARIBE,PE,BRA,CENTRO,GLÓRIA DO GOITÁ,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368138,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO BENTO DO UNA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
371833,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO BENTO DO UNA,PE,BRA,CENTRO,SÃO BENTO DO UNA,PE,F,2004,S,L3,,ENSINO FUNDAMENTAL INCOMPLETO,N
371861,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO CAITANO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
368282,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO CAITANO,PE,BRA,CENTRO,SÃO CAITANO,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
367054,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO CAITANO,PE,BRA,CENTRO,SÃO CAITANO,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
367499,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO CAITANO,PE,BRA,CENTRO,SÃO CAITANO,PE,M,2002,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
367515,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SAO GONCALO,RJ,BRA,TAMBOR,VERTENTE DO LÉRIO,PE,F,2000,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
369771,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO JOAQUIM DO MONTE,PE,BRA,CENTRO,AGRESTINA,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371385,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO JOAQUIM DO MONTE,PE,BRA,CENTRO,CAMOCIM DE SÃO FÉLIX,PE,F,2004,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
368335,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO JOAQUIM DO MONTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
366459,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO JOSÉ DA LAJE,AL,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1994,N,A0,,ANALFABETO,N
367074,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
370785,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SÃO VICENTE,SP,BRA,CENTRO,CAMOCIM DE SÃO FÉLIX,PE,F,1999,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371251,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SURUBIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371665,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SURUBIM,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,2002,S,L7,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
367595,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,SURUBIM,PE,BRA,LAGOA DA VACA,SURUBIM,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
367469,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,TAQUARITINGA DO NORTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
374362,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VERTENTES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
366168,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CENTRO,BEZERROS,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
369864,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VITÓRIA DE SANTO ANTÃO,PE,BRA,TAMBOR,VERTENTE DO LÉRIO,PE,F,1999,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371037,2023,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VITÓRIA DE SANTO ANTÃO,PE,BRA,LIVRAMENTO,VITÓRIA DE SANTO ANTÃO,PE,F,1999,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
370686,2023,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,VITÓRIA DE SANTO ANTÃO,PE,BRA,CAJA,VITÓRIA DE SANTO ANTÃO,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
371480,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,ANGELIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
309574,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,CENTRO,BELO JARDIM,PE,F,1999,S,L7,SUPERIOR INCOMPLETO,ENSINO SUPERIOR,N
369286,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,BOA VISTA,BELO JARDIM,PE,F,2002,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368883,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,NOVA CARUARU,CARUARU,PE,M,1998,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
370599,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
370431,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BELO JARDIM,PE,BRA,CENTRO,SANHARÓ,PE,M,1996,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
370407,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,1998,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
348411,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
368315,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366976,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,2005,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
367356,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368235,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,1999,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
358656,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,NORTE,GRAVATÁ,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
368752,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,S,L3,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
374569,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
368658,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
367394,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BREJO DA MADRE DE DEUS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2001,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
374577,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BUÍQUE,PE,BRA,CENTRO,AGRESTINA,PE,F,1996,S,L7,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
371509,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,BURITICUPU,MA,BRA,PETROPOLIS,CARUARU,PE,F,1996,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371073,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CACHOEIRINHA,PE,BRA,CENTRO,IBIRAJUBA,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
368062,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CACHOEIRINHA,PE,BRA,CENTRO,JUPI,PE,F,1991,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
369796,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CALCADO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
370098,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CAMOCIM DE SÃO FÉLIX,PE,BRA,CENTRO,BEZERROS,PE,M,2004,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
371629,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CAMOCIM DE SÃO FÉLIX,PE,BRA,CENTRO,CAMOCIM DE SÃO FÉLIX,PE,F,2004,S,L1,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
368781,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,BOA VISTA,BELO JARDIM,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
367143,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CENTRO,BEZERROS,PE,F,2003,S,L3,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
370878,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,F,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
370016,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,F,2003,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368963,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,2003,S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
371712,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,JOAO MOTA,CARUARU,PE,F,2003,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
366333,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE ALTA,CARUARU,PE,F,2004,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
369750,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,F,2004,S,L5,ENSINO MEDIO,ENSINO SUPERIOR,N
368290,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370784,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,2005,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
368281,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
371792,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,ALTO DO MOURA,CARUARU,PE,F,2005,S,L7,ENSINO MEDIO,ENSINO MEDIO,N
338650,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,2000,S,L7,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
372213,2023,1,TRANSFERENCIA INTERNA,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CEDRO,CARUARU,PE,M,2002,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
337986,2023,1,TRANSFERENCIA INTERNA,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CEDRO,CARUARU,PE,M,2002,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
370711,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,NOVA CARUARU,CARUARU,PE,M,2003,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
367627,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,ALTO DO MOURA,CARUARU,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
369469,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,2004,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
370819,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,M,2005,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
366239,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,RIACHAO,CARUARU,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
371711,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
370745,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CENTRO,CUPIRA,PE,F,2003,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
369330,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
369739,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
371794,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2000,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
367656,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
369453,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,S,L3,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
371365,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CENTRO,RIACHO DAS ALMAS,PE,F,2003,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
368754,2023,1,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,SANTA CRUZ DO CAPIBARIBE,PE,M,2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
340457,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CATENDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1999,S,L7,ALFABETIZADO SEM CURSOS REGULARES,SUPERIOR INCOMPLETO,N
370907,2023,2,SISU,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CORTÊS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2005,S,L7,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
346154,2023,1,TRANSFERENCIA INTERNA,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CUMARU,PE,BRA,CENTRO,CUMARU,PE,M,2001,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
372214,2023,1,TRANSFERENCIA INTERNA,AGRESTE,1001,CIÊNCIAS ECONÔMICAS - CAA,CUMARU,PE,BRA,CENTRO,CUMARU,PE,M,2001,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
